Unnamed: 0,Date,Consumed energy [Wh],example_id
44912.39,2021-06-01 01:00:00,229.31992,0
94887.1,2021-06-01 01:00:00,1.5731231,0
136593.48,2021-06-01 01:00:00,0.0019142926,0
140695.83,2021-06-01 01:00:00,0.0,0
25524.748,2021-06-01 01:00:00,0.0,0
137236.11,2021-06-01 01:00:00,0.0,0
8197.516,2021-06-01 01:00:00,0.0,0
119086.664,2021-06-01 01:00:00,0.0,0
109096.875,2021-06-01 01:00:00,0.0,0
41512.996,2021-06-01 01:00:00,0.0,0
132855.61,2021-06-01 01:00:00,131.76416,1
19604.146,2021-06-01 01:00:00,0.10018131,1
144070.66,2021-06-01 01:00:00,0.0010634959,1
36830.402,2021-06-01 01:00:00,0.0,1
124747.516,2021-06-01 01:00:00,0.0,1
20989.223,2021-06-01 01:00:00,0.0,1
125489.5,2021-06-01 01:00:00,0.0,1
21211.787,2021-06-01 01:00:00,0.0,1
13225.305,2021-06-01 01:00:00,0.0,1
118348.06,2021-06-01 01:00:00,0.0,1
147972.97,2021-06-01 01:00:00,87.385544,2
104408.07,2021-06-01 01:00:00,0.057854176,2
78980.984,2021-06-01 01:00:00,0.0,2
27449.795,2021-06-01 01:00:00,0.0,2
50466.91,2021-06-01 01:00:00,0.0,2
50672.43,2021-06-01 01:00:00,0.0,2
149060.61,2021-06-01 01:00:00,0.0,2
70367.22,2021-06-01 01:00:00,0.0,2
13623.494,2021-06-01 01:00:00,0.0,2
125352.87,2021-06-01 01:00:00,0.0,2
96816.984,2021-06-01 01:00:00,221.72188,3
21463.36,2021-06-01 01:00:00,0.70488507,3
70057.88,2021-06-01 01:00:00,0.0031904876,3
112381.234,2021-06-01 01:00:00,0.0,3
14344.244,2021-06-01 01:00:00,0.0,3
137990.36,2021-06-01 01:00:00,0.0,3
8976.898,2021-06-01 01:00:00,0.0,3
18059.926,2021-06-01 01:00:00,0.0,3
145285.7,2021-06-01 01:00:00,0.0,3
143115.3,2021-06-01 01:00:00,0.0,3
134765.95,2021-06-01 01:00:00,178.57776,4
89412.375,2021-06-01 01:00:00,0.13995606,4
113663.04,2021-06-01 01:00:00,0.00021269917,4
35700.1,2021-06-01 01:00:00,0.0,4
120274.66,2021-06-01 01:00:00,0.0,4
110162.78,2021-06-01 01:00:00,0.0,4
142440.98,2021-06-01 01:00:00,0.0,4
123304.53,2021-06-01 01:00:00,0.0,4
28432.088,2021-06-01 01:00:00,0.0,4
55657.938,2021-06-01 01:00:00,0.0,4
12056.281,2021-06-01 01:00:00,152.35025,5
143375.38,2021-06-01 01:00:00,2.7861464,5
10905.823,2021-06-01 01:00:00,0.002339691,5
123244.67,2021-06-01 01:00:00,0.00021269917,5
69004.09,2021-06-01 01:00:00,0.0,5
90983.46,2021-06-01 01:00:00,0.0,5
35857.926,2021-06-01 01:00:00,0.0,5
32850.28,2021-06-01 01:00:00,0.0,5
23706.615,2021-06-01 01:00:00,0.0,5
147596.38,2021-06-01 01:00:00,0.00021269917,5
100138.35,2021-06-01 01:00:00,231.80829,6
12639.481,2021-06-01 01:00:00,0.5696084,6
69919.19,2021-06-01 01:00:00,0.0053174794,6
47783.918,2021-06-01 01:00:00,0.00021269917,6
111369.2,2021-06-01 01:00:00,0.0,6
15818.697,2021-06-01 01:00:00,0.0,6
96873.71,2021-06-01 01:00:00,0.0,6
53963.137,2021-06-01 01:00:00,0.0,6
74496.42,2021-06-01 01:00:00,0.0,6
64473.63,2021-06-01 01:00:00,0.0,6
95516.2,2021-06-01 01:00:00,179.91394,7
31424.71,2021-06-01 01:00:00,0.68106276,7
136949.39,2021-06-01 01:00:00,0.0031904876,7
39279.73,2021-06-01 01:00:00,0.0,7
142457.4,2021-06-01 01:00:00,0.0,7
150438.52,2021-06-01 01:00:00,0.0,7
43135.973,2021-06-01 01:00:00,0.0,7
117547.484,2021-06-01 01:00:00,0.0,7
11993.097,2021-06-01 01:00:00,0.0,7
79803.19,2021-06-01 01:00:00,0.0,7
55388.76,2021-06-01 01:00:00,195.95975,8
98110.61,2021-06-01 01:00:00,0.87823486,8
147110.14,2021-06-01 01:00:00,0.0006380975,8
48562.383,2021-06-01 01:00:00,0.0,8
44896.188,2021-06-01 01:00:00,0.0,8
41591.617,2021-06-01 01:00:00,0.0,8
125803.766,2021-06-01 01:00:00,0.0,8
115253.414,2021-06-01 01:00:00,0.0,8
99956.08,2021-06-01 01:00:00,0.0,8
136009.75,2021-06-01 01:00:00,0.0,8
57481.168,2021-06-01 01:00:00,206.8559,9
103895.11,2021-06-01 01:00:00,1.4618814,9
23246.393,2021-06-01 01:00:00,0.002339691,9
94146.766,2021-06-01 01:00:00,0.00021269917,9
77223.56,2021-06-01 01:00:00,0.0,9
112466.305,2021-06-01 01:00:00,0.0,9
132209.36,2021-06-01 01:00:00,0.0,9
8987.303,2021-06-01 01:00:00,0.0,9
28770.729,2021-06-01 01:00:00,0.0,9
41026.832,2021-06-01 01:00:00,0.0,9
134939.88,2021-06-01 01:00:00,136.20851,10
112960.11,2021-06-01 01:00:00,0.101670206,10
72416.6,2021-06-01 01:00:00,0.00021269917,10
31706.723,2021-06-01 01:00:00,0.0,10
113769.73,2021-06-01 01:00:00,0.0,10
63131.1,2021-06-01 01:00:00,0.0,10
6701.593,2021-06-01 01:00:00,0.0,10
55499.105,2021-06-01 01:00:00,0.0,10
130106.19,2021-06-01 01:00:00,0.0,10
89154.75,2021-06-01 01:00:00,0.0,10
100417.59,2021-06-01 01:00:00,143.42433,11
15587.624,2021-06-01 01:00:00,0.5370654,11
131382.89,2021-06-01 01:00:00,0.0042539835,11
18278.328,2021-06-01 01:00:00,0.0,11
142630.02,2021-06-01 01:00:00,0.0,11
96391.61,2021-06-01 01:00:00,0.0,11
74539.375,2021-06-01 01:00:00,0.0,11
106313.445,2021-06-01 01:00:00,0.0,11
21871.297,2021-06-01 01:00:00,0.0,11
